reason_for_absence,month_of_absence,day_of_week,season,transportation_expense,distance_to_work,service_time,age,workload_average,hit_target,disciplinary_failure,education,son,social_drinker,social_smoker,pet,weight,height,bmi,absenteeism_hours,bmi_category,is_risky_lifestyle,is_high_absentee,ID
26,,,,235,11,14,37,265.017,88,0,,1,0,0,1,88,172,29,4,overweight,0,0,1
26,,,,289,36,13,33,265.017,88,0,,2,1,0,1,90,172,30,8,obese,0,0,11
22,,,,289,36,13,33,265.017,88,0,,2,1,0,1,90,172,30,8,obese,0,0,11
0,,,,118,13,18,50,265.017,88,1,,1,1,0,0,98,178,31,0,obese,0,0,36
0,,,,248,25,14,47,265.017,88,1,,2,0,0,1,86,165,32,0,obese,0,0,33
1,,,,179,26,9,30,265.017,88,0,,0,0,0,0,56,171,19,8,normal,0,0,22
7,,,,118,10,10,37,265.017,88,0,,0,0,0,0,83,172,28,3,overweight,0,0,34
22,,,,369,17,12,31,265.017,88,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
28,,,,179,51,18,38,265.017,88,0,,0,1,0,0,89,170,31,1,obese,0,0,3
1,,,,179,26,9,30,265.017,88,0,,0,0,0,0,56,171,19,64,normal,0,1,22
0,,,,235,20,13,43,265.017,88,1,,1,1,0,0,106,167,38,0,obese,0,0,5
19,,,,289,36,13,33,265.017,88,0,,2,1,0,1,90,172,30,16,obese,0,1,11
28,,,,260,50,11,36,265.017,88,0,,4,1,0,0,65,168,23,3,normal,0,0,20
0,,,,235,20,13,43,265.017,88,1,,1,1,0,0,106,167,38,0,obese,0,0,5
23,,,,235,20,13,43,265.017,88,0,,1,1,0,0,106,167,38,2,obese,0,0,5
23,,,,235,20,13,43,265.017,88,0,,1,1,0,0,106,167,38,2,obese,0,0,5
28,,,,118,13,18,50,265.017,88,0,,1,1,0,0,98,178,31,1,obese,0,0,36
28,,,,291,31,12,40,265.017,88,0,,1,1,0,1,73,171,25,4,overweight,0,0,15
23,,,,179,26,9,30,265.017,88,0,,0,0,0,0,56,171,19,16,normal,0,1,22
28,,,,118,13,18,50,265.017,88,0,,1,1,0,0,98,178,31,1,obese,0,0,36
10,,,,361,52,3,28,265.017,88,0,,1,1,0,4,80,172,27,8,overweight,0,0,10
0,,,,260,50,11,36,265.017,88,1,,4,1,0,0,65,168,23,0,normal,0,0,20
0,,,,291,31,12,40,265.017,88,1,,1,1,0,1,73,171,25,0,overweight,0,0,15
0,,,,157,27,6,29,265.017,88,1,,0,1,1,0,75,185,22,0,normal,1,0,30
1,,,,179,26,9,30,265.017,88,0,,0,0,0,0,56,171,19,5,normal,0,0,22
7,,,,179,26,9,30,265.017,88,0,,0,0,0,0,56,171,19,5,normal,0,0,22
23,,,,118,13,18,50,265.017,88,0,,1,1,0,0,98,178,31,1,obese,0,0,36
11,,,,118,10,10,37,284.031,97,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
23,,,,248,25,14,47,284.031,97,0,,2,0,0,1,86,165,32,2,obese,0,0,33
6,,,,179,51,18,38,284.031,97,0,,0,1,0,0,89,170,31,8,obese,0,0,3
28,,,,260,50,11,36,284.031,97,0,,4,1,0,0,65,168,23,3,normal,0,0,20
23,,,,291,31,12,40,284.031,97,0,,1,1,0,1,73,171,25,1,overweight,0,0,15
1,,,,378,49,11,36,284.031,97,0,,2,0,1,4,65,174,21,8,normal,0,0,23
11,,,,155,12,14,34,284.031,97,0,,2,1,0,0,95,196,25,120,overweight,0,1,14
26,,,,235,20,13,43,284.031,97,0,,1,1,0,0,106,167,38,8,obese,0,0,5
0,,,,330,16,4,28,284.031,97,1,,0,0,0,0,84,182,25,0,overweight,0,0,18
18,,,,235,11,14,37,284.031,97,0,,1,0,0,1,88,172,29,1,overweight,0,0,1
11,,,,118,10,10,37,284.031,97,0,,0,0,0,0,83,172,28,3,overweight,0,0,34
25,,,,235,11,14,37,284.031,97,0,,1,0,0,1,88,172,29,2,overweight,0,0,1
28,,,,179,51,18,38,284.031,97,0,,0,1,0,0,89,170,31,3,obese,0,0,3
13,,,,246,25,16,41,284.031,97,0,,0,1,0,0,67,170,23,8,normal,0,0,24
12,,,,291,31,12,40,284.031,97,0,,1,1,0,1,73,171,25,4,overweight,0,0,15
13,,,,246,25,16,41,284.031,97,0,,0,1,0,0,67,170,23,8,normal,0,0,24
28,,,,179,51,18,38,284.031,97,0,,0,1,0,0,89,170,31,1,obese,0,0,3
10,,,,260,50,11,36,284.031,97,0,,4,1,0,0,65,168,23,8,normal,0,0,20
15,,,,260,50,11,36,284.031,97,0,,4,1,0,0,65,168,23,8,normal,0,0,20
0,,,,378,49,11,36,284.031,97,1,,2,0,1,4,65,174,21,0,normal,0,0,23
0,,,,279,5,14,39,284.031,97,1,,2,1,1,0,68,168,24,0,normal,1,0,7
23,,,,179,51,18,38,284.031,97,0,,0,1,0,0,89,170,31,1,obese,0,0,3
12,,,,225,26,9,28,236.629,93,0,,1,0,0,2,69,169,24,3,normal,0,0,28
28,,,,179,51,18,38,236.629,93,0,,0,1,0,0,89,170,31,2,obese,0,0,3
28,,,,179,51,18,38,236.629,93,0,,0,1,0,0,89,170,31,1,obese,0,0,3
23,,,,235,11,14,37,236.629,93,0,,1,0,0,1,88,172,29,3,overweight,0,0,1
28,,,,118,13,18,50,236.629,93,0,,1,1,0,0,98,178,31,1,obese,0,0,36
28,,,,260,50,11,36,236.629,93,0,,4,1,0,0,65,168,23,4,normal,0,0,20
4,,,,246,25,16,41,236.629,93,0,,0,1,0,0,67,170,23,8,normal,0,0,24
28,,,,179,51,18,38,236.629,93,0,,0,1,0,0,89,170,31,1,obese,0,0,3
28,,,,179,51,18,38,236.629,93,0,,0,1,0,0,89,170,31,1,obese,0,0,3
23,,,,179,26,9,30,236.629,93,0,,0,0,0,0,56,171,19,1,normal,0,0,22
25,,,,118,10,10,37,236.629,93,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
25,,,,235,11,14,37,236.629,93,0,,1,0,0,1,88,172,29,2,overweight,0,0,1
28,,,,179,51,18,38,236.629,93,0,,0,1,0,0,89,170,31,1,obese,0,0,3
13,,,,235,20,13,43,236.629,93,0,,1,1,0,0,106,167,38,8,obese,0,0,5
14,,,,235,11,14,37,236.629,93,0,,1,0,0,1,88,172,29,4,overweight,0,0,1
26,,,,260,50,11,36,236.629,93,0,,4,1,0,0,65,168,23,8,normal,0,0,20
28,,,,157,27,6,29,236.629,93,0,,0,1,1,0,75,185,22,2,normal,1,0,30
28,,,,179,51,18,38,236.629,93,0,,0,1,0,0,89,170,31,3,obese,0,0,3
19,,,,289,36,13,33,236.629,93,0,,2,1,0,1,90,172,30,8,obese,0,0,11
23,,,,225,26,9,28,330.061,100,0,,1,0,0,2,69,169,24,5,normal,0,0,28
19,,,,118,10,10,37,330.061,100,0,,0,0,0,0,83,172,28,32,overweight,0,1,34
23,,,,155,12,14,34,330.061,100,0,,2,1,0,0,95,196,25,2,overweight,0,0,14
13,,,,235,11,14,37,330.061,100,0,,1,0,0,1,88,172,29,1,overweight,0,0,1
23,,,,155,12,14,34,330.061,100,0,,2,1,0,0,95,196,25,4,overweight,0,0,14
26,,,,289,36,13,33,330.061,100,0,,2,1,0,1,90,172,30,8,obese,0,0,11
3,,,,291,31,12,40,330.061,100,0,,1,1,0,1,73,171,25,8,overweight,0,0,15
26,,,,235,20,13,43,330.061,100,0,,1,1,0,0,106,167,38,8,obese,0,0,5
26,,,,118,13,18,50,330.061,100,0,,1,1,0,0,98,178,31,4,obese,0,0,36
28,,,,179,51,18,38,330.061,100,0,,0,1,0,0,89,170,31,1,obese,0,0,3
28,,,,179,51,18,38,330.061,100,0,,0,1,0,0,89,170,31,1,obese,0,0,3
28,,,,118,10,10,37,251.818,96,0,,0,0,0,0,83,172,28,2,overweight,0,0,34
27,,,,179,51,18,38,251.818,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
7,,,,225,26,9,28,251.818,96,0,,1,0,0,2,69,169,24,1,normal,0,0,28
22,,,,289,36,13,33,251.818,96,0,,2,1,0,1,90,172,30,3,obese,0,0,11
28,,,,260,50,11,36,251.818,96,0,,4,1,0,0,65,168,23,3,normal,0,0,20
23,,,,179,51,18,38,251.818,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
27,,,,179,51,18,38,251.818,96,0,,0,1,0,0,89,170,31,2,obese,0,0,3
27,,,,179,51,18,38,251.818,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
10,,,,179,51,18,38,251.818,96,0,,0,1,0,0,89,170,31,8,obese,0,0,3
26,,,,246,25,16,41,251.818,96,0,,0,1,0,0,67,170,23,8,normal,0,0,24
27,,,,179,51,18,38,251.818,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
22,,,,189,29,13,33,251.818,96,0,,2,0,0,2,69,167,25,8,overweight,0,0,6
27,,,,179,51,18,38,251.818,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
23,,,,246,25,16,41,251.818,96,0,,0,1,0,0,67,170,23,2,normal,0,0,24
23,,,,291,31,12,40,251.818,96,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
11,,,,157,27,6,29,251.818,96,0,,0,1,1,0,75,185,22,16,normal,1,1,30
27,,,,179,51,18,38,251.818,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
27,,,,179,51,18,38,251.818,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
10,,,,246,25,16,41,251.818,96,0,,0,1,0,0,67,170,23,24,normal,0,1,24
27,,,,179,51,18,38,251.818,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
27,,,,179,51,18,38,251.818,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
18,,,,118,10,10,37,244.387,98,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
19,,,,246,25,16,41,244.387,98,0,,0,1,0,0,67,170,23,16,normal,0,1,24
28,,,,246,25,16,41,244.387,98,0,,0,1,0,0,67,170,23,2,normal,0,0,24
28,,,,260,50,11,36,244.387,98,0,,4,1,0,0,65,168,23,4,normal,0,0,20
28,,,,179,51,18,38,244.387,98,0,,0,1,0,0,89,170,31,2,obese,0,0,3
22,,,,235,11,14,37,244.387,98,0,,1,0,0,1,88,172,29,8,overweight,0,0,1
22,,,,179,22,17,40,244.387,98,0,,2,0,1,0,63,170,22,8,normal,0,0,17
22,,,,378,49,11,36,244.387,98,0,,2,0,1,4,65,174,21,8,normal,0,0,23
28,,,,179,51,18,38,244.387,98,0,,0,1,0,0,89,170,31,16,obese,0,1,3
22,,,,361,52,3,28,244.387,98,0,,1,1,0,4,80,172,27,8,overweight,0,0,10
0,,,,369,17,12,31,244.387,98,1,,3,1,0,0,70,169,25,0,overweight,0,0,13
21,,,,235,11,14,37,244.387,98,0,,1,0,0,1,88,172,29,8,overweight,0,0,1
23,,,,118,13,18,50,244.387,98,0,,1,1,0,0,98,178,31,2,obese,0,0,36
14,,,,118,13,18,50,244.387,98,0,,1,1,0,0,98,178,31,3,obese,0,0,36
13,,,,118,13,18,50,244.387,98,0,,1,1,0,0,98,178,31,8,obese,0,0,36
0,,,,235,11,14,37,244.387,98,1,,1,0,0,1,88,172,29,0,overweight,0,0,1
0,,,,246,25,16,41,244.387,98,1,,0,1,0,0,67,170,23,0,normal,0,0,24
0,,,,118,13,18,50,244.387,98,1,,1,1,0,0,98,178,31,0,obese,0,0,36
28,,,,179,51,18,38,244.387,98,0,,0,1,0,0,89,170,31,8,obese,0,0,3
22,,,,289,36,13,33,244.387,98,0,,2,1,0,1,90,172,30,8,obese,0,0,11
19,,,,260,50,11,36,244.387,98,0,,4,1,0,0,65,168,23,8,normal,0,0,20
28,,,,246,25,16,41,244.387,98,0,,0,1,0,0,67,170,23,2,normal,0,0,24
28,,,,179,51,18,38,239.409,98,0,,0,1,0,0,89,170,31,4,obese,0,0,3
28,,,,260,50,11,36,239.409,98,0,,4,1,0,0,65,168,23,3,normal,0,0,20
26,,,,330,16,4,28,239.409,98,0,,0,0,0,0,84,182,25,4,overweight,0,0,18
22,,,,369,17,12,31,239.409,98,0,,3,1,0,0,70,169,25,4,overweight,0,0,13
26,,,,248,25,14,47,239.409,98,0,,2,0,0,1,86,165,32,4,obese,0,0,33
23,,,,330,16,4,28,239.409,98,0,,0,0,0,0,84,182,25,8,overweight,0,0,18
28,,,,179,51,18,38,239.409,98,0,,0,1,0,0,89,170,31,8,obese,0,0,3
23,,,,118,13,18,50,239.409,98,0,,1,1,0,0,98,178,31,1,obese,0,0,36
13,,,,118,13,18,50,239.409,98,0,,1,1,0,0,98,178,31,120,obese,0,1,36
28,,,,300,26,13,43,239.409,98,0,,2,1,1,1,77,175,25,8,overweight,1,0,26
28,,,,260,50,11,36,239.409,98,0,,4,1,0,0,65,168,23,4,normal,0,0,20
28,,,,179,51,18,38,239.409,98,0,,0,1,0,0,89,170,31,4,obese,0,0,3
11,,,,118,10,10,37,239.409,98,0,,0,0,0,0,83,172,28,2,overweight,0,0,34
13,,,,235,20,13,43,246.074,99,0,,1,1,0,0,106,167,38,16,obese,0,1,5
23,,,,248,25,14,47,246.074,99,0,,2,0,0,1,86,165,32,2,obese,0,0,33
10,,,,369,17,12,31,246.074,99,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
23,,,,179,26,9,30,246.074,99,0,,0,0,0,0,56,171,19,3,normal,0,0,22
28,,,,179,51,18,38,246.074,99,0,,0,1,0,0,89,170,31,4,obese,0,0,3
23,,,,361,52,3,28,246.074,99,0,,1,1,0,4,80,172,27,1,overweight,0,0,10
28,,,,260,50,11,36,246.074,99,0,,4,1,0,0,65,168,23,3,normal,0,0,20
11,,,,179,22,17,40,246.074,99,0,,2,0,1,0,63,170,22,2,normal,0,0,17
8,,,,179,22,17,40,246.074,99,0,,2,0,1,0,63,170,22,3,normal,0,0,17
18,,,,228,14,16,58,246.074,99,0,,2,0,0,1,65,172,22,8,normal,0,0,9
25,,,,225,26,9,28,246.074,99,0,,1,0,0,2,69,169,24,3,normal,0,0,28
13,,,,330,16,4,28,246.074,99,0,,0,0,0,0,84,182,25,8,overweight,0,0,18
25,,,,179,26,9,30,246.074,99,0,,0,0,0,0,56,171,19,2,normal,0,0,22
28,,,,118,10,10,37,246.074,99,0,,0,0,0,0,83,172,28,1,overweight,0,0,34
1,,,,235,11,14,37,246.074,99,0,,1,0,0,1,88,172,29,8,overweight,0,0,1
23,,,,179,26,9,30,246.074,99,0,,0,0,0,0,56,171,19,3,normal,0,0,22
23,,,,118,10,10,37,253.957,95,0,,0,0,0,0,83,172,28,3,overweight,0,0,34
28,,,,179,51,18,38,253.957,95,0,,0,1,0,0,89,170,31,3,obese,0,0,3
28,,,,118,10,10,37,253.957,95,0,,0,0,0,0,83,172,28,2,overweight,0,0,34
23,,,,225,26,9,28,253.957,95,0,,1,0,0,2,69,169,24,4,normal,0,0,28
28,,,,260,50,11,36,253.957,95,0,,4,1,0,0,65,168,23,4,normal,0,0,20
0,,,,179,51,18,38,253.957,95,1,,0,1,0,0,89,170,31,0,obese,0,0,3
13,,,,291,31,12,40,253.957,95,0,,1,1,0,1,73,171,25,40,overweight,0,1,15
28,,,,179,51,18,38,253.957,95,0,,0,1,0,0,89,170,31,24,obese,0,1,3
28,,,,246,25,16,41,253.957,95,0,,0,1,0,0,67,170,23,3,normal,0,0,24
28,,,,179,51,18,38,253.957,95,0,,0,1,0,0,89,170,31,4,obese,0,0,3
26,,,,235,20,13,43,253.957,95,0,,1,1,0,0,106,167,38,8,obese,0,0,5
28,,,,179,51,18,38,253.957,95,0,,0,1,0,0,89,170,31,2,obese,0,0,3
23,,,,225,26,9,28,253.957,95,0,,1,0,0,2,69,169,24,2,normal,0,0,28
23,,,,118,13,18,50,253.957,95,0,,1,1,0,0,98,178,31,2,obese,0,0,36
5,,,,179,51,18,38,253.957,95,0,,0,1,0,0,89,170,31,8,obese,0,0,3
21,,,,179,26,9,30,253.957,95,0,,0,0,0,0,56,171,19,2,normal,0,0,22
28,,,,246,25,16,41,253.957,95,0,,0,1,0,0,67,170,23,2,normal,0,0,24
11,,,,330,16,4,28,253.957,95,0,,0,0,0,0,84,182,25,1,overweight,0,0,18
13,,,,235,11,14,37,253.957,95,0,,1,0,0,1,88,172,29,8,overweight,0,0,1
23,,,,179,26,9,30,230.29,92,0,,0,0,0,0,56,171,19,2,normal,0,0,22
25,,,,225,26,9,28,230.29,92,0,,1,0,0,2,69,169,24,4,normal,0,0,28
13,,,,260,50,11,36,230.29,92,0,,4,1,0,0,65,168,23,8,normal,0,0,20
7,,,,268,11,8,33,230.29,92,0,,0,0,0,0,79,178,25,8,overweight,0,0,21
25,,,,330,16,4,28,230.29,92,0,,0,0,0,0,84,182,25,8,overweight,0,0,18
26,,,,118,10,10,37,230.29,92,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
26,,,,260,50,11,36,230.29,92,0,,4,1,0,0,65,168,23,4,normal,0,0,20
28,,,,118,10,10,37,230.29,92,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
15,,,,300,26,13,43,230.29,92,0,,2,1,1,1,77,175,25,8,overweight,1,0,26
23,,,,235,29,12,48,230.29,92,0,,1,0,1,5,88,163,33,1,obese,0,0,2
28,,,,246,25,16,41,230.29,92,0,,0,1,0,0,67,170,23,2,normal,0,0,24
9,,,,225,26,9,28,230.29,92,0,,1,0,0,2,69,169,24,112,normal,0,1,28
28,,,,179,51,18,38,230.29,92,0,,0,1,0,0,89,170,31,1,obese,0,0,3
23,,,,118,13,18,50,230.29,92,0,,1,1,0,0,98,178,31,1,obese,0,0,36
22,,,,361,52,3,28,230.29,92,0,,1,1,0,4,80,172,27,8,overweight,0,0,10
22,,,,289,36,13,33,230.29,92,0,,2,1,0,1,90,172,30,8,obese,0,0,11
26,,,,235,20,13,43,230.29,92,0,,1,1,0,0,106,167,38,8,obese,0,0,5
28,,,,246,25,16,41,230.29,92,0,,0,1,0,0,67,170,23,2,normal,0,0,24
28,,,,291,31,12,40,230.29,92,0,,1,1,0,1,73,171,25,1,overweight,0,0,15
23,,,,279,5,14,39,230.29,92,0,,2,1,1,0,68,168,24,2,normal,1,0,7
25,,,,179,51,18,38,249.797,93,0,,0,1,0,0,89,170,31,4,obese,0,0,3
25,,,,179,22,17,40,249.797,93,0,,2,0,1,0,63,170,22,1,normal,0,0,17
28,,,,246,25,16,41,249.797,93,0,,0,1,0,0,67,170,23,4,normal,0,0,24
28,,,,118,10,10,37,249.797,93,0,,0,0,0,0,83,172,28,4,overweight,0,0,34
26,,,,289,36,13,33,249.797,93,0,,2,1,0,1,90,172,30,8,obese,0,0,11
26,,,,235,20,13,43,249.797,93,0,,1,1,0,0,106,167,38,8,obese,0,0,5
28,,,,291,31,12,40,249.797,93,0,,1,1,0,1,73,171,25,4,overweight,0,0,15
25,,,,179,51,18,38,249.797,93,0,,0,1,0,0,89,170,31,4,obese,0,0,3
25,,,,179,22,17,40,249.797,93,0,,2,0,1,0,63,170,22,8,normal,0,0,17
23,,,,330,16,4,28,249.797,93,0,,0,0,0,0,84,182,25,16,overweight,0,1,18
23,,,,235,11,14,37,249.797,93,0,,1,0,0,1,88,172,29,4,overweight,0,0,1
28,,,,246,25,16,41,249.797,93,0,,0,1,0,0,67,170,23,1,normal,0,0,24
28,,,,118,10,10,37,249.797,93,0,,0,0,0,0,83,172,28,5,overweight,0,0,34
28,,,,291,31,12,40,249.797,93,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
28,,,,260,50,11,36,249.797,93,0,,4,1,0,0,65,168,23,3,normal,0,0,20
28,,,,246,25,16,41,261.756,87,0,,0,1,0,0,67,170,23,1,normal,0,0,24
28,,,,246,25,16,41,261.756,87,0,,0,1,0,0,67,170,23,1,normal,0,0,24
28,,,,118,10,10,37,261.756,87,0,,0,0,0,0,83,172,28,3,overweight,0,0,34
23,,,,155,12,14,34,261.756,87,0,,2,1,0,0,95,196,25,2,overweight,0,0,14
28,,,,291,31,12,40,261.756,87,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
23,,,,179,26,9,30,261.756,87,0,,0,0,0,0,56,171,19,8,normal,0,0,22
23,,,,248,25,14,47,261.756,87,0,,2,0,0,1,86,165,32,1,obese,0,0,33
23,,,,179,51,18,38,261.756,87,0,,0,1,0,0,89,170,31,4,obese,0,0,3
23,,,,225,26,9,28,261.756,87,0,,1,0,0,2,69,169,24,1,normal,0,0,28
23,,,,179,26,9,30,261.756,87,0,,0,0,0,0,56,171,19,2,normal,0,0,22
23,,,,369,17,12,31,261.756,87,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
22,,,,361,52,3,28,261.756,87,0,,1,1,0,4,80,172,27,8,overweight,0,0,10
4,,,,289,48,29,49,284.853,91,0,,0,0,0,2,108,172,36,1,obese,0,0,32
11,,,,235,16,8,32,284.853,91,0,,0,0,0,0,75,178,25,3,overweight,0,0,25
26,,,,246,25,16,41,284.853,91,0,,0,1,0,0,67,170,23,8,normal,0,0,24
14,,,,289,48,29,49,284.853,91,0,,0,0,0,2,108,172,36,3,obese,0,0,32
28,,,,291,31,12,40,284.853,91,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
23,,,,118,10,10,37,284.853,91,0,,0,0,0,0,83,172,28,2,overweight,0,0,34
23,,,,289,48,29,49,284.853,91,0,,0,0,0,2,108,172,36,2,obese,0,0,32
23,,,,291,31,12,40,284.853,91,0,,1,1,0,1,73,171,25,1,overweight,0,0,15
23,,,,225,26,9,28,284.853,91,0,,1,0,0,2,69,169,24,2,normal,0,0,28
23,,,,369,17,12,31,284.853,91,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
23,,,,369,17,12,31,284.853,91,0,,3,1,0,0,70,169,25,3,overweight,0,0,13
23,,,,225,26,9,28,284.853,91,0,,1,0,0,2,69,169,24,4,normal,0,0,28
26,,,,369,17,12,31,284.853,91,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
28,,,,179,51,18,38,284.853,91,0,,0,1,0,0,89,170,31,3,obese,0,0,3
1,,,,228,14,16,58,284.853,91,0,,2,0,0,1,65,172,22,1,normal,0,0,9
23,,,,291,31,12,40,284.853,91,0,,1,1,0,1,73,171,25,1,overweight,0,0,15
10,,,,369,17,12,31,284.853,91,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
13,,,,225,26,9,28,284.853,91,0,,1,0,0,2,69,169,24,1,normal,0,0,28
10,,,,369,17,12,31,284.853,91,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
10,,,,225,26,9,28,284.853,91,0,,1,0,0,2,69,169,24,3,normal,0,0,28
23,,,,189,29,13,33,284.853,91,0,,2,0,0,2,69,167,25,8,overweight,0,0,6
6,,,,235,16,8,32,284.853,91,0,,0,0,0,0,75,178,25,8,overweight,0,0,25
10,,,,248,25,14,47,284.853,91,0,,2,0,0,1,86,165,32,8,obese,0,0,33
0,,,,225,26,9,28,284.853,91,1,,1,0,0,2,69,169,24,0,normal,0,0,28
13,,,,225,26,9,28,284.853,91,0,,1,0,0,2,69,169,24,3,normal,0,0,28
21,,,,179,51,18,38,268.519,93,0,,0,1,0,0,89,170,31,1,obese,0,0,3
28,,,,118,10,10,37,268.519,93,0,,0,0,0,0,83,172,28,3,overweight,0,0,34
2,,,,330,16,4,28,268.519,93,0,,0,0,0,0,84,182,25,24,overweight,0,1,18
28,,,,179,51,18,38,268.519,93,0,,0,1,0,0,89,170,31,1,obese,0,0,3
9,,,,118,10,10,37,268.519,93,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
24,,,,289,36,13,33,268.519,93,0,,2,1,0,1,90,172,30,8,obese,0,0,11
1,,,,235,16,8,32,268.519,93,0,,0,0,0,0,75,178,25,8,overweight,0,0,25
23,,,,225,26,9,28,268.519,93,0,,1,0,0,2,69,169,24,4,normal,0,0,28
22,,,,361,52,3,28,268.519,93,0,,1,1,0,4,80,172,27,8,overweight,0,0,10
28,,,,291,31,12,40,268.519,93,0,,1,1,0,1,73,171,25,2,overweight,0,0,15
13,,,,118,10,10,37,268.519,93,0,,0,0,0,0,83,172,28,2,overweight,0,0,34
14,,,,225,26,9,28,268.519,93,0,,1,0,0,2,69,169,24,3,normal,0,0,28
28,,,,179,51,18,38,268.519,93,0,,0,1,0,0,89,170,31,1,obese,0,0,3
23,,,,118,10,10,37,268.519,93,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
8,,,,118,10,10,37,268.519,93,0,,0,0,0,0,83,172,28,8,overweight,0,0,34
23,,,,225,26,9,28,268.519,93,0,,1,0,0,2,69,169,24,2,normal,0,0,28
0,,,,291,31,12,40,268.519,93,1,,1,1,0,1,73,171,25,0,overweight,0,0,15
0,,,,289,36,13,33,268.519,93,1,,2,1,0,1,90,172,30,0,obese,0,0,11
14,,,,248,25,14,47,268.519,93,0,,2,0,0,1,86,165,32,4,obese,0,0,33
0,,,,235,20,13,43,268.519,93,1,,1,1,0,0,106,167,38,0,obese,0,0,5
23,,,,225,26,9,28,268.519,93,0,,1,0,0,2,69,169,24,2,normal,0,0,28
26,,,,369,17,12,31,268.519,93,0,,3,1,0,0,70,169,25,8,overweight,0,0,13
28,,,,361,52,3,28,268.519,93,0,,1,1,0,4,80,172,27,2,overweight,0,0,10
13,,,,179,51,18,38,280.549,98,0,,0,1,0,0,89,170,31,32,obese,0,1,3
28,,,,291,31,12,40,280.549,98,0,,1,1,0,1,73,171,25,1,overweight,0,0,15
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,3,normal,0,0,28
13,,,,179,26,9,30,280.549,98,0,,0,0,0,0,56,171,19,1,normal,0,0,22
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,3,normal,0,0,28
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,3,normal,0,0,28
14,,,,361,52,3,28,280.549,98,0,,1,1,0,4,80,172,27,4,overweight,0,0,10
18,,,,179,22,17,40,280.549,98,0,,2,0,1,0,63,170,22,2,normal,0,0,17
26,,,,235,20,13,43,280.549,98,0,,1,1,0,0,106,167,38,8,obese,0,0,5
18,,,,233,51,1,31,280.549,98,0,,1,1,0,8,68,178,21,8,normal,0,0,12
13,,,,179,26,9,30,280.549,98,0,,0,0,0,0,56,171,19,16,normal,0,1,22
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,2,normal,0,0,28
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,3,normal,0,0,28
23,,,,225,26,9,28,280.549,98,0,,1,0,0,2,69,169,24,2,normal,0,0,28
18,,,,155,12,14,34,280.549,98,0,,2,1,0,0,95,196,25,80,overweight,0,1,14
12,,,,179,26,9,30,313.532,96,0,,0,0,0,0,56,171,19,24,normal,0,1,22
12,,,,179,26,9,30,313.532,96,0,,0,0,0,0,56,171,19,16,normal,0,1,22
25,,,,179,22,17,40,313.532,96,0,,2,0,1,0,63,170,22,2,normal,0,0,17
25,,,,179,22,17,40,313.532,96,0,,2,0,1,0,63,170,22,2,normal,0,0,17
13,,,,179,26,9,30,313.532,96,0,,0,0,0,0,56,171,19,3,normal,0,0,22
25,,,,179,22,17,40,313.532,96,0,,2,0,1,0,63,170,22,2,normal,0,0,17
10,,,,289,48,29,49,313.532,96,0,,0,0,0,2,108,172,36,8,obese,0,0,32
18,,,,179,22,17,40,313.532,96,0,,2,0,1,0,63,170,22,3,normal,0,0,17
27,,,,179,26,9,30,313.532,96,0,,0,0,0,0,56,171,19,2,normal,0,0,22
18,,,,155,12,14,34,313.532,96,0,,2,1,0,0,95,196,25,8,overweight,0,0,14
27,,,,179,26,9,30,313.532,96,0,,0,0,0,0,56,171,19,2,normal,0,0,22
27,,,,179,51,18,38,313.532,96,0,,0,1,0,0,89,170,31,3,obese,0,0,3
13,,,,289,36,13,33,313.532,96,0,,2,1,0,1,90,172,30,8,obese,0,0,11
